Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
129.876,6.65,14291.54,545.0,0.0,67.0,640.0
42.826,6.438,14541.02,180.2,0.0,32.0,0.0
19.39,4.346,14551.43,82.0,0.0,0.0,0.0
19.254,7.52,14475.43,84.0,0.0,36.0,0.0
18.412,7.086,14511.99,80.2,0.0,53.0,0.0
26.172,3.312,14512.4,107.4,0.0,0.0,168.0
36.274,4.3,14470.33,150.4,0.0,8.0,325.0
21.092,9.37,14422.78,95.8,0.0,73.0,0.0
16.0,3.08,14388.31,65.0,0.0,8.0,0.0
120.608,3.602,14139.25,516.0,0.0,0.0,608.0
150.012,7.104,14192.63,632.8,440.0,54.0,1029.0
89.298,6.466,14177.57,377.0,179.0,29.0,1000.0
37.498,3.33,14316.97,157.8,360.0,0.0,0.0
23.634,6.352,14296.04,102.4,0.0,36.0,0.0
22.236,7.498,14268.27,96.6,0.0,47.0,0.0
32.078,7.036,14270.47,141.6,0.0,188.0,0.0
128.17,8.712,14237.55,547.0,0.0,1783.0,0.0
69.99,10.388,14305.59,311.6,0.0,871.0,0.0
21.512,7.622,14397.66,96.0,0.0,58.0,0.0
16.912,4.338,14488.41,69.2,0.0,0.0,0.0
38.732,5.114,14422.18,161.2,0.0,13.0,324.0
47.92,10.508,14297.0,209.8,0.0,72.0,238.0
81.806,7.644,14204.37,351.0,0.0,343.0,0.0
54.022,6.492,14425.67,229.0,0.0,24.0,0.0
165.514,10.866,14317.61,702.4,0.0,1257.0,0.0
25.702,6.456,14500.69,110.8,0.0,58.0,0.0
20.274,5.37,14445.21,88.6,0.0,33.0,0.0
18.868,5.192,14476.78,82.6,0.0,32.0,0.0
16.376,4.734,14391.84,70.2,0.0,10.0,0.0
18.408,5.426,14470.1,79.0,0.0,32.0,0.0
32.406,5.068,14444.52,136.6,0.0,32.0,232.0
46.962,5.6,14408.75,197.6,0.0,32.0,469.0
17.226,5.842,14490.79,72.2,0.0,11.0,0.0
104.712,5.706,14272.59,442.2,0.0,9.0,843.0
117.442,4.718,14183.53,493.4,0.0,21.0,1028.0
107.294,3.518,14240.81,449.0,0.0,21.0,1036.0
80.132,4.074,14318.33,331.8,0.0,16.0,1046.0
79.498,5.69,14254.61,331.6,0.0,5.0,1038.0
78.586,3.73,14185.6,329.6,0.0,20.0,1028.0
56.38,5.58,14305.29,235.4,0.0,21.0,664.0
17.122,3.762,14398.01,71.2,0.0,16.0,0.0
15.972,2.9,14405.42,65.0,0.0,5.0,0.0
25.04,6.824,14436.51,111.2,0.0,21.0,0.0
17.676,6.066,14412.25,73.6,0.0,20.0,0.0
16.262,3.222,14416.05,66.0,0.0,13.0,0.0
136.404,13.62,14156.18,591.0,1095.0,8.0,353.0
185.858,17.112,14061.02,796.4,329.0,20.0,1010.0
183.028,5.76,14262.7,769.0,474.0,20.0,963.0
95.708,3.71,14390.75,402.6,502.0,19.0,0.0
31.27,3.438,14553.11,132.6,0.0,0.0,0.0
18.454,6.616,14566.38,77.0,0.0,20.0,0.0
17.55,4.164,14421.52,73.8,0.0,20.0,0.0
16.68,5.208,14498.22,68.4,0.0,20.0,0.0
16.566,3.25,14417.88,69.0,0.0,4.0,0.0
17.382,4.76,14393.32,73.4,0.0,15.0,0.0
29.854,5.21,14376.07,125.8,0.0,20.0,200.0
40.01,4.76,14397.34,168.6,0.0,20.0,376.0
103.868,4.238,14257.8,439.4,0.0,6.0,438.0
81.752,3.738,14211.35,343.8,0.0,13.0,440.0
91.258,5.25,14164.85,382.4,0.0,19.0,1026.0
99.366,9.692,14144.15,425.4,0.0,20.0,1022.0
125.208,4.566,14075.36,539.2,0.0,7.0,1012.0
81.036,3.118,14190.26,340.4,0.0,12.0,1029.0
82.968,5.626,14260.23,347.2,0.0,19.0,1038.0
82.654,6.482,14301.33,345.0,0.0,20.0,1044.0
34.062,5.098,14395.34,143.2,0.0,9.0,261.0
20.43,6.71,14426.64,88.0,0.0,10.0,0.0
20.35,4.914,14447.68,86.2,0.0,20.0,0.0
18.946,5.526,14406.5,81.6,0.0,20.0,0.0
45.944,6.804,14221.85,197.2,0.0,11.0,0.0
139.122,26.846,14130.18,597.6,0.0,8.0,835.0
86.596,7.038,14327.1,361.4,0.0,19.0,704.0
73.872,5.416,14369.84,306.2,0.0,19.0,0.0
48.628,6.368,14516.52,202.4,0.0,18.0,0.0
21.77,6.01,14555.34,91.8,0.0,2.0,0.0
23.712,4.408,14399.24,100.0,0.0,19.0,0.0
17.968,5.646,14436.13,75.6,0.0,20.0,0.0
17.332,5.726,14389.18,73.6,0.0,19.0,0.0
15.07,3.444,14429.79,61.2,0.0,0.0,0.0
55.852,4.344,14369.76,233.2,0.0,20.0,637.0
17.644,4.876,14395.69,72.2,0.0,19.0,0.0
16.612,3.552,14441.62,68.6,0.0,19.0,0.0
79.462,2.542,14335.8,337.4,0.0,0.0,475.0
87.396,5.498,14206.29,367.0,0.0,19.0,1031.0
81.608,4.512,14287.66,340.0,0.0,19.0,1042.0
110.302,13.818,14263.98,465.0,579.0,19.0,795.0
128.706,11.496,14105.4,554.0,733.0,0.0,936.0
37.846,11.838,14290.78,168.4,0.0,19.0,77.0
90.554,7.34,14232.9,385.4,448.0,20.0,609.0
64.588,4.686,14347.69,268.8,69.0,19.0,603.0
83.1,3.588,14279.92,349.6,507.0,0.0,416.0
28.622,4.882,14356.97,119.8,0.0,19.0,0.0
163.044,20.74,14190.46,703.4,1602.0,20.0,395.0
102.396,23.788,14229.45,441.8,7.0,19.0,787.0
152.836,14.844,14110.67,648.8,0.0,6.0,1018.0
146.272,6.148,14202.29,616.6,376.0,13.0,845.0
75.716,7.14,14256.16,319.8,75.0,19.0,0.0
107.62,4.904,14265.31,453.2,444.0,20.0,0.0
54.34,7.498,14390.07,229.6,0.0,12.0,0.0
24.18,3.636,14422.52,101.2,0.0,7.0,0.0
26.036,7.118,14432.45,115.6,0.0,19.0,0.0
23.65,5.312,14455.8,104.6,0.0,19.0,0.0
24.13,5.512,14498.82,105.6,0.0,17.0,0.0
47.0,3.976,14436.83,196.6,0.0,2.0,389.0
24.326,4.082,14402.03,102.0,0.0,19.0,62.0
19.958,4.412,14394.12,84.6,0.0,19.0,0.0
40.026,5.818,14395.47,173.8,0.0,19.0,0.0
20.104,5.09,14471.5,84.8,0.0,0.0,0.0
23.278,5.184,14430.17,104.8,0.0,19.0,20.0
116.136,3.452,14238.13,490.2,0.0,432.0,1037.0
129.666,5.786,14173.73,550.4,574.0,55.0,1027.0
167.908,8.3,14276.81,706.6,0.0,1025.0,1041.0
157.65,6.932,14355.29,663.8,271.0,775.0,1051.0
135.126,5.824,14431.6,560.2,754.0,59.0,1063.0
90.718,5.306,14470.03,380.6,0.0,378.0,729.0
125.582,8.114,14276.7,539.4,0.0,1716.0,0.0
26.828,6.172,14240.4,117.2,0.0,112.0,0.0
146.394,12.42,14007.83,634.8,0.0,1525.0,77.0
177.224,13.214,14094.11,756.2,390.0,390.0,1015.0
270.394,8.4,14048.15,1155.0,509.0,1528.0,680.0
140.992,5.716,14222.57,591.4,0.0,27.0,1032.0
86.982,6.422,14350.15,361.4,0.0,54.0,1051.0
58.186,5.146,14366.08,242.2,0.0,31.0,612.0
20.47,4.842,14373.74,88.4,0.0,32.0,0.0
20.442,4.448,14448.52,87.2,0.0,31.0,0.0
19.272,5.494,14470.4,84.8,0.0,32.0,0.0
18.492,4.926,14457.54,80.2,0.0,18.0,0.0
17.376,4.162,14435.02,76.4,0.0,14.0,0.0
17.268,4.286,14399.7,78.0,0.0,20.0,0.0
53.504,5.988,14316.81,231.8,0.0,19.0,0.0
99.664,5.598,14256.42,417.4,0.0,19.0,722.0
50.992,3.844,14159.51,215.0,0.0,10.0,534.0
19.062,3.682,14242.92,80.4,0.0,10.0,0.0
22.162,5.368,14256.8,95.6,0.0,19.0,0.0
23.358,4.222,14281.14,100.6,0.0,20.0,0.0
24.416,4.266,14278.53,111.8,0.0,19.0,0.0
28.04,4.352,14312.16,125.2,0.0,5.0,0.0
28.75,6.354,14398.08,124.2,0.0,15.0,0.0
19.564,4.32,14542.49,81.6,0.0,19.0,0.0
18.028,4.87,14532.9,77.4,0.0,19.0,0.0
57.18,4.524,14324.38,239.0,0.0,20.0,651.0
41.344,3.76,14205.48,175.6,0.0,0.0,0.0
77.524,11.018,14227.09,334.8,0.0,19.0,0.0
146.446,4.346,14169.23,619.2,0.0,18.0,655.0
141.016,7.21,14273.99,590.0,0.0,19.0,1040.0
86.42,5.25,14493.01,354.2,0.0,15.0,1072.0
43.022,3.352,14461.18,177.0,0.0,4.0,408.0
18.45,4.672,14449.23,81.2,0.0,18.0,0.0
18.938,5.826,14497.43,81.4,0.0,19.0,0.0
17.012,4.086,14423.02,76.0,0.0,19.0,0.0
17.206,4.188,14461.12,77.8,0.0,6.0,0.0
17.908,4.792,14424.46,79.0,0.0,13.0,0.0
22.496,4.296,14440.89,98.8,0.0,18.0,60.0
161.528,5.828,14182.11,685.4,0.0,19.0,1028.0
112.57,5.306,14134.74,475.6,0.0,18.0,1021.0
78.83,5.02,14155.68,331.4,0.0,0.0,1023.0
76.622,4.318,14182.79,322.0,0.0,19.0,996.0
18.06,4.938,14285.42,80.2,0.0,19.0,0.0
18.212,5.108,14366.84,80.2,0.0,18.0,0.0
17.198,3.816,14452.97,74.8,0.0,5.0,0.0
17.946,4.22,14433.09,77.2,0.0,14.0,0.0
95.812,6.402,14326.64,406.0,372.0,366.0,206.0
174.808,10.006,14337.21,736.6,380.0,794.0,1049.0
141.016,5.804,14270.03,595.2,0.0,675.0,1040.0
95.858,6.718,14279.82,401.8,0.0,30.0,1041.0
73.028,10.58,14089.61,314.8,0.0,2.0,475.0
69.246,9.704,14171.21,296.6,0.0,18.0,0.0
170.374,12.652,14200.3,723.0,869.0,19.0,178.0
196.304,18.742,14319.22,828.2,413.0,19.0,1046.0
40.628,9.238,14562.76,175.4,0.0,19.0,127.0
19.712,6.564,14562.34,87.0,0.0,5.0,0.0
18.176,5.066,14489.34,80.8,0.0,14.0,0.0
18.33,5.148,14500.94,80.2,0.0,19.0,0.0
17.57,4.652,14502.79,78.8,0.0,19.0,0.0
19.1,6.438,14501.61,86.6,0.0,19.0,0.0
17.122,4.096,14491.97,77.2,0.0,0.0,0.0
30.096,4.208,14481.6,126.4,0.0,19.0,206.0
60.72,4.666,14263.4,259.6,0.0,18.0,282.0
75.26,6.23,14226.4,319.6,9.0,19.0,269.0
107.584,3.912,14177.92,456.6,865.0,9.0,459.0
21.7,4.23,14195.92,95.8,69.0,10.0,0.0
21.174,4.952,14308.02,95.0,0.0,19.0,0.0
19.702,5.736,14266.81,87.0,0.0,18.0,0.0
57.794,5.316,14326.79,247.4,0.0,18.0,572.0
22.14,3.124,14403.1,98.0,0.0,1.0,7.0
21.692,4.564,14424.62,95.4,0.0,19.0,0.0
20.376,5.48,14313.95,91.0,0.0,18.0,0.0
17.092,4.21,14505.15,75.0,0.0,19.0,0.0
18.084,5.416,14423.38,83.0,0.0,2.0,0.0
50.976,7.974,14335.48,222.0,0.0,17.0,229.0
144.83,9.868,14191.17,616.0,0.0,412.0,385.0
218.386,5.868,14129.21,929.0,448.0,874.0,831.0
110.974,6.758,14308.0,475.2,472.0,486.0,105.0
37.578,8.788,14489.15,158.2,0.0,57.0,0.0
21.868,6.902,14542.55,95.8,0.0,31.0,0.0
18.474,3.664,14520.76,80.0,0.0,16.0,0.0
19.958,6.644,14459.51,88.8,0.0,24.0,0.0
18.5,4.548,14447.61,79.4,0.0,30.0,0.0
18.774,4.746,14424.52,82.2,0.0,31.0,0.0
53.008,5.812,14390.21,221.8,0.0,24.0,564.0
17.164,2.734,14366.26,74.4,0.0,5.0,0.0
84.196,4.722,14294.13,359.6,0.0,14.0,464.0
118.652,7.134,14234.54,497.8,0.0,19.0,1035.0
103.46,5.87,14164.35,436.0,0.0,19.0,1025.0
80.462,7.018,14168.44,339.0,0.0,18.0,1026.0
78.742,4.082,14225.37,328.2,0.0,1.0,1033.0
69.548,4.482,14249.95,289.8,0.0,19.0,865.0
17.96,4.82,14365.24,79.2,0.0,18.0,0.0
28.8,9.52,14357.44,130.8,0.0,19.0,0.0
21.802,5.672,14383.47,92.8,0.0,2.0,0.0
19.0,3.918,14445.73,80.4,0.0,17.0,0.0
18.314,5.088,14302.25,81.0,0.0,19.0,0.0
19.768,4.612,14312.85,82.8,0.0,19.0,0.0
57.782,4.336,14137.42,248.2,0.0,6.0,0.0
191.064,13.198,13991.81,817.4,282.0,13.0,495.0
271.598,16.052,14005.25,1161.8,1224.0,18.0,948.0
191.04,10.242,14165.07,812.2,1124.0,19.0,0.0
128.826,5.342,14419.79,537.6,0.0,11.0,0.0
109.1,6.288,14497.38,447.6,0.0,8.0,780.0
25.158,5.974,14457.42,107.4,0.0,19.0,82.0
20.146,5.88,14548.46,86.4,0.0,19.0,0.0
20.438,6.42,14524.66,87.6,0.0,11.0,0.0
18.95,4.13,14498.15,79.8,0.0,8.0,0.0
19.258,4.784,14423.88,83.4,0.0,19.0,0.0
22.484,6.372,14387.09,95.8,0.0,19.0,9.0
119.438,4.418,14283.16,503.2,0.0,7.0,1044.0
134.214,4.884,14185.02,566.4,216.0,12.0,1028.0
108.634,4.984,14243.6,456.4,299.0,18.0,1037.0
111.79,6.134,14246.82,468.4,505.0,19.0,1036.0
159.526,11.424,14077.5,687.8,0.0,931.0,730.0
176.17,10.006,14071.08,753.4,0.0,1232.0,974.0
194.084,7.138,14122.5,826.2,0.0,1841.0,1019.0
98.726,6.806,14232.96,425.0,0.0,620.0,694.0
21.77,5.196,14421.3,99.2,0.0,57.0,0.0
20.928,4.7,14398.58,92.4,0.0,30.0,0.0
20.99,4.912,14458.2,92.8,0.0,24.0,0.0
24.0,5.16,14395.89,106.6,0.0,17.0,0.0
159.818,5.134,14052.9,682.6,0.0,30.0,869.0
140.216,4.344,13940.1,603.2,0.0,30.0,994.0
136.124,4.368,14082.79,577.0,0.0,26.0,1013.0
98.178,4.528,14297.76,410.4,0.0,7.0,701.0
17.686,3.71,14525.6,77.4,0.0,13.0,0.0
19.398,6.722,14522.4,87.4,0.0,19.0,0.0
17.704,4.82,14458.65,81.0,0.0,19.0,0.0
17.69,4.21,14443.71,77.8,0.0,19.0,0.0
16.334,2.58,14435.29,72.2,0.0,1.0,0.0
18.624,5.598,14384.96,83.4,0.0,19.0,0.0
17.378,4.34,14399.8,78.0,0.0,19.0,0.0
17.126,3.772,14431.18,76.2,0.0,20.0,0.0
28.07,4.256,14396.99,122.2,0.0,0.0,171.0
142.062,4.61,14179.3,600.6,0.0,19.0,1027.0
113.918,3.96,14107.83,481.6,0.0,18.0,1017.0
81.548,3.252,14210.97,341.8,0.0,19.0,1032.0
62.228,3.58,14184.32,261.2,0.0,2.0,734.0
17.842,5.252,14383.69,78.8,0.0,17.0,0.0
18.032,5.416,14478.37,81.8,0.0,19.0,0.0
46.408,7.46,14460.4,197.8,451.0,19.0,0.0
51.54,3.654,14495.32,217.2,517.0,6.0,0.0
37.084,6.396,14511.8,156.6,1.0,14.0,0.0
41.692,6.07,14426.93,174.8,0.0,19.0,47.0
119.614,2.102,14279.2,503.4,0.0,581.0,915.0
147.244,5.69,14093.22,629.8,0.0,105.0,705.0
354.664,11.444,13873.91,1534.0,0.0,1995.0,984.0
198.93,11.422,14262.36,841.8,0.0,765.0,1039.0
171.258,5.174,14200.46,722.8,0.0,57.0,792.0
136.828,4.472,14308.22,571.6,0.0,28.0,0.0
73.388,5.192,14401.22,303.0,0.0,19.0,0.0
67.918,4.5,14278.49,282.8,0.0,20.0,0.0
50.232,6.35,14367.74,212.8,0.0,19.0,0.0
19.836,3.016,14468.1,87.6,0.0,1.0,0.0
56.9,4.168,14383.68,237.6,0.0,18.0,656.0
17.99,4.98,14458.73,82.0,0.0,19.0,0.0
18.712,5.448,14438.17,83.6,0.0,19.0,0.0
17.156,3.394,14441.89,73.4,0.0,18.0,0.0
16.92,2.766,14451.86,71.8,0.0,0.0,0.0
41.082,6.826,14304.09,181.6,0.0,19.0,0.0
112.118,6.134,14193.07,486.4,713.0,19.0,649.0
84.01,3.042,14285.38,348.6,0.0,19.0,1042.0
90.548,8.09,14400.94,380.4,0.0,5.0,1059.0
132.626,17.828,14463.41,571.8,840.0,520.0,125.0
187.748,12.282,14220.0,808.8,828.0,1028.0,725.0
207.336,9.262,14370.1,867.2,69.0,1956.0,1053.0
177.602,6.54,14324.04,751.0,480.0,1565.0,411.0
54.018,6.51,14441.54,230.0,0.0,351.0,0.0
63.74,5.044,14327.0,268.6,0.0,59.0,513.0
106.806,8.74,14173.03,459.8,0.0,626.0,203.0
204.186,6.9,14059.2,873.0,0.0,1099.0,490.0
137.314,3.308,14280.8,574.8,0.0,46.0,200.0
109.004,4.302,14290.32,456.4,0.0,26.0,0.0
47.22,5.632,14487.54,196.6,0.0,23.0,0.0
20.078,4.634,14392.18,85.4,0.0,19.0,0.0
17.858,5.212,14463.16,76.4,0.0,20.0,0.0
17.39,4.232,14475.0,75.0,0.0,14.0,0.0
17.398,4.198,14435.66,75.4,0.0,5.0,0.0
17.438,4.302,14416.88,76.0,0.0,19.0,0.0
47.218,4.1,14381.62,198.6,0.0,19.0,495.0
18.53,5.284,14453.3,82.0,0.0,19.0,0.0
104.522,4.516,14231.22,446.8,0.0,5.0,650.0
133.806,4.502,14275.88,559.8,0.0,14.0,1041.0
80.256,5.93,14119.24,339.4,0.0,18.0,1019.0
78.624,4.826,14156.23,330.0,0.0,18.0,1024.0
80.522,4.966,14233.51,335.6,0.0,13.0,1035.0
79.73,3.752,14254.94,330.8,0.0,6.0,1038.0
18.192,4.814,14374.03,80.0,0.0,19.0,4.0
18.012,4.84,14365.3,80.0,0.0,19.0,0.0
18.768,5.858,14441.01,83.0,0.0,15.0,0.0
16.456,3.13,14482.21,71.8,0.0,4.0,0.0
18.27,5.476,14354.1,82.8,0.0,19.0,0.0
20.706,6.004,14378.17,91.6,0.0,19.0,0.0
76.6,6.194,14199.0,324.0,0.0,16.0,0.0
101.556,7.866,14281.23,429.8,162.0,2.0,417.0
168.302,4.428,14316.25,701.8,377.0,19.0,931.0
72.846,5.346,14358.2,308.2,522.0,18.0,0.0
24.628,4.93,14674.61,103.4,0.0,18.0,0.0
18.828,4.04,14475.63,78.6,0.0,1.0,0.0
30.458,3.954,14385.02,127.8,0.0,18.0,220.0
45.308,4.326,14465.2,187.2,0.0,19.0,462.0
18.208,5.276,14483.72,81.8,0.0,14.0,0.0
15.688,2.722,14419.75,70.8,0.0,4.0,0.0
17.738,4.98,14410.82,80.8,0.0,18.0,0.0
18.046,5.358,14485.51,82.6,0.0,18.0,0.0
83.168,3.362,14323.92,354.0,0.0,6.0,627.0
131.264,6.242,14325.1,548.0,0.0,12.0,1049.0
79.104,4.152,14206.0,332.2,0.0,18.0,1031.0
76.738,3.682,14263.87,319.6,0.0,18.0,998.0
17.078,4.422,14267.64,73.8,0.0,0.0,0.0
66.068,4.638,14330.39,288.2,0.0,660.0,0.0
197.106,8.21,14176.94,845.0,0.0,1674.0,892.0
184.018,12.136,14135.69,795.4,0.0,1338.0,1021.0
188.57,15.162,14206.61,802.2,0.0,1711.0,1031.0
89.832,15.934,14291.1,379.8,0.0,71.0,1042.0
68.054,15.014,14281.7,294.0,0.0,44.0,708.0
23.794,14.992,14362.4,115.8,0.0,23.0,0.0
41.148,14.774,14351.68,183.4,0.0,24.0,0.0
95.874,7.274,14184.87,405.6,0.0,19.0,0.0
139.32,7.634,14216.18,594.2,0.0,371.0,0.0
153.038,6.256,14283.36,645.0,0.0,89.0,793.0
163.956,8.162,14535.99,687.4,0.0,1659.0,2.0
18.862,5.09,14626.45,82.2,0.0,47.0,0.0
20.742,6.5,14484.51,91.4,0.0,59.0,0.0
18.754,5.406,14501.42,81.6,0.0,30.0,0.0
18.254,4.828,14459.98,80.0,0.0,31.0,0.0
16.72,2.992,14449.08,72.4,0.0,17.0,0.0
18.466,5.268,14433.04,81.8,0.0,24.0,0.0
18.634,5.134,14418.88,81.6,0.0,30.0,0.0
115.478,5.328,14272.68,488.0,0.0,20.0,835.0
159.818,5.336,14151.55,675.0,311.0,19.0,987.0
106.122,3.744,14212.83,446.4,224.0,0.0,1032.0
111.194,5.748,14138.53,470.8,530.0,18.0,1021.0
82.122,4.468,14202.72,344.8,0.0,19.0,1031.0
82.832,7.312,14241.91,346.4,0.0,18.0,1036.0
83.906,8.166,14275.7,351.0,0.0,13.0,1040.0
67.23,5.816,14368.15,281.2,0.0,6.0,763.0
19.54,4.596,14443.88,85.8,0.0,18.0,0.0
22.058,4.534,14407.82,96.2,0.0,18.0,0.0
19.378,6.072,14239.64,86.0,0.0,18.0,0.0
16.06,3.178,14303.38,69.2,0.0,0.0,0.0
47.99,6.852,14273.43,210.6,0.0,19.0,0.0
144.482,6.844,14315.43,606.6,0.0,18.0,0.0
162.34,14.748,14304.89,688.4,0.0,18.0,238.0
174.746,4.056,14272.73,732.4,0.0,5.0,985.0
30.552,5.994,14627.86,127.2,0.0,13.0,0.0
23.03,5.3,14645.83,95.6,0.0,18.0,0.0
21.478,4.852,14503.06,89.8,0.0,18.0,0.0
20.312,3.252,14484.99,86.0,0.0,11.0,0.0
20.106,3.87,14565.78,84.0,0.0,7.0,0.0
20.068,5.736,14554.97,84.8,0.0,18.0,0.0
18.28,4.18,14521.62,79.8,0.0,18.0,0.0
18.768,4.246,14483.48,79.2,0.0,14.0,0.0
75.916,4.144,14271.57,324.6,0.0,3.0,539.0
93.716,5.382,14358.17,393.0,0.0,18.0,706.0
105.048,5.91,14347.75,439.0,0.0,17.0,1051.0
82.638,4.314,14239.1,346.6,0.0,15.0,1036.0
55.284,5.09,14224.61,232.2,0.0,3.0,598.0
53.002,4.286,14268.01,226.4,0.0,18.0,408.0
76.804,10.734,14287.33,325.8,0.0,17.0,794.0
26.77,4.078,14418.91,115.8,0.0,16.0,0.0
20.072,3.176,14401.94,85.0,0.0,2.0,0.0
20.194,4.75,14395.08,86.4,0.0,17.0,0.0
19.186,4.358,14416.88,83.2,0.0,18.0,0.0
51.596,4.006,14378.23,216.6,0.0,18.0,552.0
30.388,3.712,14193.0,128.0,0.0,0.0,0.0
138.696,8.866,14108.31,591.0,0.0,17.0,339.0
180.832,6.722,14258.06,760.4,410.0,17.0,1038.0
183.558,7.874,14361.19,767.4,167.0,18.0,1054.0
125.446,2.848,14647.75,512.2,585.0,0.0,1094.0
84.014,5.724,14551.86,344.6,0.0,17.0,1081.0
40.93,4.854,14498.19,171.6,0.0,18.0,395.0
18.36,5.034,14525.93,80.0,0.0,18.0,0.0
16.644,3.032,14508.18,72.4,0.0,1.0,0.0
17.432,4.068,14457.14,76.4,0.0,16.0,0.0
17.984,4.456,14442.25,78.8,0.0,18.0,0.0
17.536,3.81,14438.93,76.4,0.0,17.0,0.0
143.842,4.9,14267.98,608.2,0.0,4.0,701.0
163.116,3.908,14280.74,681.2,0.0,13.0,1042.0
110.396,3.618,14206.5,461.8,0.0,17.0,1031.0
98.196,3.166,14208.09,409.8,0.0,18.0,1032.0
228.112,7.652,14067.39,977.6,815.0,1159.0,1011.0
230.974,9.98,14149.7,986.2,484.0,1326.0,1024.0
130.482,6.358,14299.83,551.6,0.0,339.0,1044.0
91.738,4.882,14391.86,382.0,0.0,18.0,1058.0
86.88,4.492,14427.42,358.8,0.0,18.0,1062.0
83.582,5.848,14479.93,345.4,0.0,18.0,1070.0
27.562,3.586,14574.74,118.4,0.0,6.0,182.0
20.21,5.088,14577.34,87.8,0.0,12.0,0.0
89.79,4.994,14269.65,379.6,0.0,18.0,0.0
112.832,5.176,14252.66,475.4,0.0,17.0,0.0
107.094,8.912,14399.2,451.6,0.0,18.0,0.0
77.966,3.058,14367.51,324.8,0.0,0.0,0.0
65.958,5.192,14508.91,271.6,0.0,17.0,0.0
83.908,4.668,14537.67,343.6,0.0,18.0,842.0
33.952,5.436,14605.55,140.8,0.0,17.0,0.0
28.35,3.796,14621.77,121.0,0.0,3.0,0.0
17.442,4.714,14631.34,78.2,0.0,14.0,0.0
18.592,5.594,14609.62,82.4,0.0,18.0,0.0
17.056,3.786,14599.38,74.4,0.0,17.0,0.0
17.944,4.43,14611.48,77.0,0.0,6.0,0.0
18.678,3.282,14606.58,79.8,0.0,11.0,0.0
104.15,5.898,14502.64,431.4,0.0,18.0,607.0
102.222,4.988,14502.51,421.6,0.0,17.0,1075.0
85.56,5.772,14522.45,352.2,0.0,2.0,1076.0
99.214,12.48,14429.32,413.4,0.0,15.0,1064.0
102.572,10.568,14501.03,427.2,0.0,17.0,1073.0
148.398,10.178,14492.15,618.8,926.0,17.0,972.0
96.258,7.524,14562.04,408.0,564.0,0.0,393.0
110.266,5.542,14554.78,462.8,648.0,17.0,653.0
124.742,7.542,14556.5,518.0,225.0,17.0,1082.0
100.618,6.96,14420.29,417.6,0.0,17.0,1062.0
85.768,2.446,14333.64,354.4,0.0,0.0,1050.0
86.834,6.81,14251.02,362.6,0.0,17.0,1038.0
84.442,5.052,14206.07,354.0,0.0,17.0,1032.0
70.77,4.13,14351.28,295.6,0.0,15.0,776.0
23.016,3.854,14544.07,100.0,0.0,2.0,0.0
28.51,4.816,14664.69,118.8,0.0,17.0,0.0
65.382,5.586,14538.08,267.0,0.0,17.0,0.0
25.218,3.48,14538.14,103.6,0.0,7.0,0.0
17.422,3.628,14573.16,74.6,0.0,10.0,0.0
18.104,4.46,14631.23,76.8,0.0,17.0,0.0
17.76,4.02,14622.67,75.8,0.0,17.0,0.0
17.32,3.604,14667.7,73.2,0.0,0.0,0.0
22.578,3.758,14669.52,95.8,0.0,17.0,79.0
65.464,4.312,14560.55,268.0,0.0,16.0,781.0
17.188,3.452,14594.81,73.4,0.0,17.0,0.0
39.838,4.472,14480.55,176.0,0.0,0.0,0.0
23.432,3.67,14497.96,102.8,0.0,18.0,0.0
33.846,6.304,14540.77,143.8,0.0,17.0,165.0
200.612,11.208,14288.48,849.4,1162.0,499.0,1043.0
143.63,11.354,14462.24,604.2,522.0,7.0,994.0
217.71,7.552,14372.67,919.4,75.0,1789.0,978.0
165.032,8.736,14584.83,686.0,458.0,371.0,1086.0
216.788,5.024,14430.47,909.8,523.0,1439.0,1063.0
61.486,5.618,14446.59,272.4,0.0,18.0,270.0
42.784,15.692,14463.71,191.2,0.0,11.0,0.0
88.074,11.616,14347.43,375.2,0.0,7.0,0.0
125.496,11.968,14268.55,526.8,0.0,17.0,39.0
199.73,5.27,14256.59,841.4,427.0,17.0,815.0
100.832,4.916,14312.54,425.8,544.0,17.0,0.0
30.192,3.74,14565.62,127.8,1.0,0.0,0.0
20.188,5.482,14561.27,93.8,0.0,17.0,0.0
19.272,4.358,14385.82,87.8,0.0,18.0,0.0
19.432,4.714,14484.85,88.8,0.0,17.0,0.0
18.098,2.834,14597.36,80.0,0.0,0.0,0.0
20.32,5.65,14615.88,90.8,0.0,17.0,0.0
54.158,3.668,14524.97,229.2,0.0,17.0,591.0
21.644,6.06,14578.07,98.6,0.0,17.0,0.0
118.358,3.636,14433.21,493.0,0.0,0.0,1055.0
133.104,7.508,14347.96,555.8,0.0,17.0,1052.0
131.494,4.254,14263.61,551.2,0.0,17.0,1039.0
116.174,5.712,14216.35,488.6,0.0,17.0,1033.0
83.156,2.43,14304.72,344.6,0.0,0.0,1046.0
79.858,4.108,14278.83,331.8,0.0,17.0,1041.0
80.382,4.498,14335.02,332.2,0.0,17.0,1050.0
81.002,4.538,14411.7,333.4,0.0,11.0,1061.0
81.984,4.168,14570.19,335.0,0.0,6.0,1084.0
82.766,5.08,14558.39,340.0,0.0,17.0,1082.0
81.754,4.616,14465.16,335.6,0.0,17.0,1068.0
